"";"finessGeoDP";"annee";"baria_t";"n";"TOT_y";"TOT";"AVER"
"584";"140000209";2021;"BPG";94;192;892;178
"585";"140000209";2021;"DBP";3;192;892;178
"586";"140000209";2021;"REV";12;192;892;178
"587";"140000209";2021;"SLE";79;192;892;178
"588";"140000209";2022;"ABL";8;223;892;178
"589";"140000209";2022;"BPG";126;223;892;178
"590";"140000209";2022;"DBP";2;223;892;178
"591";"140000209";2022;"REV";12;223;892;178
"592";"140000209";2022;"SLE";75;223;892;178
"593";"140000209";2023;"ABL";5;202;892;178
"594";"140000209";2023;"BPG";121;202;892;178
"595";"140000209";2023;"DBP";2;202;892;178
"596";"140000209";2023;"REV";9;202;892;178
"597";"140000209";2023;"SLE";65;202;892;178
"598";"140000209";2024;"ABL";2;107;892;178
"599";"140000209";2024;"BPG";43;107;892;178
"600";"140000209";2024;"DBP";2;107;892;178
"601";"140000209";2024;"REV";9;107;892;178
"602";"140000209";2024;"SLE";51;107;892;178
"603";"140016759";2020;"BPG";45;89;592;118
"604";"140016759";2020;"REV";4;89;592;118
"605";"140016759";2020;"SLE";40;89;592;118
"606";"140016759";2021;"ABL";5;161;592;118
"607";"140016759";2021;"BPG";73;161;592;118
"608";"140016759";2021;"REV";3;161;592;118
"609";"140016759";2021;"SLE";80;161;592;118
"610";"140016759";2022;"ABL";5;146;592;118
"611";"140016759";2022;"BPG";84;146;592;118
"612";"140016759";2022;"REV";1;146;592;118
"613";"140016759";2022;"SLE";56;146;592;118
"614";"140016759";2023;"ABL";1;104;592;118
"615";"140016759";2023;"BPG";65;104;592;118
"616";"140016759";2023;"REV";2;104;592;118
"617";"140016759";2023;"SLE";36;104;592;118
"618";"140016759";2024;"ABL";1;92;592;118
"619";"140016759";2024;"BPG";60;92;592;118
"620";"140016759";2024;"REV";3;92;592;118
"621";"140016759";2024;"SLE";28;92;592;118
"622";"140017237";2020;"ABL";1;33;257;51
"623";"140017237";2020;"BPG";13;33;257;51
"624";"140017237";2020;"REV";2;33;257;51
"625";"140017237";2020;"SLE";17;33;257;51
"626";"140017237";2021;"ABL";3;53;257;51
"627";"140017237";2021;"BPG";32;53;257;51
"628";"140017237";2021;"REV";1;53;257;51
"629";"140017237";2021;"SLE";17;53;257;51
"630";"140017237";2022;"ABL";2;57;257;51
"631";"140017237";2022;"BPG";33;57;257;51
"632";"140017237";2022;"REV";4;57;257;51
"633";"140017237";2022;"SLE";18;57;257;51
"634";"140017237";2023;"BPG";32;48;257;51
"635";"140017237";2023;"REV";5;48;257;51
"636";"140017237";2023;"SLE";11;48;257;51
"637";"140017237";2024;"ABL";1;66;257;51
"638";"140017237";2024;"BPG";41;66;257;51
"639";"140017237";2024;"REV";3;66;257;51
"640";"140017237";2024;"SLE";21;66;257;51
"641";"160013207";2020;"ABL";4;46;422;84
"642";"160013207";2020;"BPG";1;46;422;84
"643";"160013207";2020;"SLE";41;46;422;84
"644";"160013207";2021;"ABL";12;95;422;84
"645";"160013207";2021;"BPG";3;95;422;84
"646";"160013207";2021;"SLE";80;95;422;84
"647";"160013207";2022;"ABL";8;87;422;84
"648";"160013207";2022;"BPG";3;87;422;84
"649";"160013207";2022;"REV";1;87;422;84
"650";"160013207";2022;"SLE";75;87;422;84
"651";"160013207";2023;"ABL";4;99;422;84
"652";"160013207";2023;"BPG";7;99;422;84
"653";"160013207";2023;"REV";1;99;422;84
"654";"160013207";2023;"SLE";87;99;422;84
"655";"160013207";2024;"ABL";5;95;422;84
"656";"160013207";2024;"BPG";5;95;422;84
"657";"160013207";2024;"REV";1;95;422;84
"658";"160013207";2024;"SLE";84;95;422;84
"659";"170000095";2020;"ABL";2;32;262;52
"660";"170000095";2020;"ANN";4;32;262;52
"661";"170000095";2020;"BPG";8;32;262;52
"662";"170000095";2020;"SLE";18;32;262;52
"663";"170000095";2021;"ABL";3;65;262;52
"664";"170000095";2021;"BPG";16;65;262;52
"665";"170000095";2021;"DBP";1;65;262;52
"666";"170000095";2021;"REV";2;65;262;52
"667";"170000095";2021;"SLE";43;65;262;52
"668";"170000095";2022;"ABL";2;60;262;52
"669";"170000095";2022;"ANN";1;60;262;52
"670";"170000095";2022;"BPG";18;60;262;52
"671";"170000095";2022;"DBP";6;60;262;52
"672";"170000095";2022;"SLE";33;60;262;52
"673";"170000095";2023;"ABL";5;56;262;52
"674";"170000095";2023;"BPG";14;56;262;52
"675";"170000095";2023;"DBP";3;56;262;52
"676";"170000095";2023;"REV";1;56;262;52
"677";"170000095";2023;"SLE";33;56;262;52
"678";"170000095";2024;"ABL";4;49;262;52
"679";"170000095";2024;"BPG";14;49;262;52
"680";"170000095";2024;"REV";2;49;262;52
"681";"170000095";2024;"SLE";29;49;262;52
"682";"170000152";2020;"ABL";7;96;606;121
"683";"170000152";2020;"BPG";21;96;606;121
"684";"170000152";2020;"SLE";68;96;606;121
"685";"170000152";2021;"ABL";4;160;606;121
"686";"170000152";2021;"BPG";36;160;606;121
"687";"170000152";2021;"REV";1;160;606;121
"688";"170000152";2021;"SLE";119;160;606;121
"689";"170000152";2022;"ABL";3;129;606;121
"690";"170000152";2022;"BPG";30;129;606;121
"691";"170000152";2022;"SLE";96;129;606;121
"692";"170000152";2023;"ABL";3;96;606;121
"693";"170000152";2023;"BPG";28;96;606;121
"694";"170000152";2023;"SLE";65;96;606;121
"695";"170000152";2024;"ABL";2;125;606;121
"696";"170000152";2024;"BPG";38;125;606;121
"697";"170000152";2024;"REV";3;125;606;121
"698";"170000152";2024;"SLE";82;125;606;121
"699";"170780563";2020;"ABL";2;28;280;56
"700";"170780563";2020;"BPG";9;28;280;56
"701";"170780563";2020;"REV";1;28;280;56
"702";"170780563";2020;"SLE";16;28;280;56
"703";"170780563";2021;"ABL";8;59;280;56
"704";"170780563";2021;"BPG";30;59;280;56
"705";"170780563";2021;"SLE";21;59;280;56
"706";"170780563";2022;"ABL";6;52;280;56
"707";"170780563";2022;"BPG";21;52;280;56
"708";"170780563";2022;"SLE";25;52;280;56
"709";"170780563";2023;"ABL";6;71;280;56
"710";"170780563";2023;"BPG";26;71;280;56
"711";"170780563";2023;"SLE";39;71;280;56
"712";"170780563";2024;"ABL";5;70;280;56
"713";"170780563";2024;"BPG";33;70;280;56
"714";"170780563";2024;"SLE";32;70;280;56
"715";"180004145";2020;"ABL";12;84;373;75
"716";"180004145";2020;"BPG";10;84;373;75
"717";"180004145";2020;"SLE";62;84;373;75
"718";"180004145";2021;"ABL";7;92;373;75
"719";"180004145";2021;"BPG";17;92;373;75
"720";"180004145";2021;"REV";1;92;373;75
"721";"180004145";2021;"SLE";67;92;373;75
"722";"180004145";2022;"BPG";20;82;373;75
"723";"180004145";2022;"REV";3;82;373;75
"724";"180004145";2022;"SLE";59;82;373;75
"725";"180004145";2023;"ABL";7;72;373;75
"726";"180004145";2023;"BPG";20;72;373;75
"727";"180004145";2023;"REV";2;72;373;75
"728";"180004145";2023;"SLE";43;72;373;75
"729";"180004145";2024;"ABL";5;43;373;75
"730";"180004145";2024;"BPG";11;43;373;75
"731";"180004145";2024;"REV";1;43;373;75
"732";"180004145";2024;"SLE";26;43;373;75
"733";"210012670";2020;"ABL";26;221;1338;268
"734";"210012670";2020;"ANN";3;221;1338;268
"735";"210012670";2020;"BPG";96;221;1338;268
"736";"210012670";2020;"REV";27;221;1338;268
"737";"210012670";2020;"SLE";69;221;1338;268
"738";"210012670";2021;"ABL";23;330;1338;268
"739";"210012670";2021;"ANN";2;330;1338;268
"740";"210012670";2021;"BPG";167;330;1338;268
"741";"210012670";2021;"DBP";3;330;1338;268
"742";"210012670";2021;"REV";40;330;1338;268
"743";"210012670";2021;"SLE";95;330;1338;268
"744";"210012670";2022;"ABL";16;290;1338;268
"745";"210012670";2022;"ANN";4;290;1338;268
"746";"210012670";2022;"BPG";137;290;1338;268
"747";"210012670";2022;"DBP";1;290;1338;268
"748";"210012670";2022;"REV";36;290;1338;268
"749";"210012670";2022;"SLE";96;290;1338;268
"750";"210012670";2023;"ABL";17;256;1338;268
"751";"210012670";2023;"ANN";2;256;1338;268
"752";"210012670";2023;"BPG";127;256;1338;268
"753";"210012670";2023;"REV";37;256;1338;268
"754";"210012670";2023;"SLE";73;256;1338;268
"755";"210012670";2024;"ABL";14;241;1338;268
"756";"210012670";2024;"ANN";3;241;1338;268
"757";"210012670";2024;"BPG";133;241;1338;268
"758";"210012670";2024;"DBP";3;241;1338;268
"759";"210012670";2024;"REV";18;241;1338;268
"760";"210012670";2024;"SLE";70;241;1338;268
"761";"210780789";2020;"ABL";6;107;720;144
"762";"210780789";2020;"BPG";54;107;720;144
"763";"210780789";2020;"REV";6;107;720;144
"764";"210780789";2020;"SLE";41;107;720;144
"765";"210780789";2021;"ABL";6;191;720;144
"766";"210780789";2021;"ANN";1;191;720;144
"767";"210780789";2021;"BPG";111;191;720;144
"768";"210780789";2021;"REV";11;191;720;144
"769";"210780789";2021;"SLE";62;191;720;144
"770";"210780789";2022;"ABL";8;169;720;144
"771";"210780789";2022;"ANN";1;169;720;144
"772";"210780789";2022;"BPG";85;169;720;144
"773";"210780789";2022;"REV";15;169;720;144
"774";"210780789";2022;"SLE";60;169;720;144
"775";"210780789";2023;"ABL";5;120;720;144
"776";"210780789";2023;"ANN";1;120;720;144
"777";"210780789";2023;"BPG";71;120;720;144
"778";"210780789";2023;"REV";7;120;720;144
"779";"210780789";2023;"SLE";36;120;720;144
"780";"210780789";2024;"ABL";9;133;720;144
"781";"210780789";2024;"BPG";81;133;720;144
"782";"210780789";2024;"REV";10;133;720;144
"783";"210780789";2024;"SLE";33;133;720;144
"784";"220022800";2020;"ABL";6;129;571;114
"785";"220022800";2020;"ANN";1;129;571;114
"786";"220022800";2020;"BPG";36;129;571;114
"787";"220022800";2020;"NDD";1;129;571;114
"788";"220022800";2020;"REV";13;129;571;114
"789";"220022800";2020;"SLE";72;129;571;114
"790";"220022800";2021;"ABL";5;140;571;114
"791";"220022800";2021;"BPG";46;140;571;114
"792";"220022800";2021;"REV";20;140;571;114
"793";"220022800";2021;"SLE";69;140;571;114
"794";"220022800";2022;"ABL";1;110;571;114
"795";"220022800";2022;"ANN";2;110;571;114
"796";"220022800";2022;"BPG";31;110;571;114
"797";"220022800";2022;"GVC";1;110;571;114
"798";"220022800";2022;"REV";16;110;571;114
"799";"220022800";2022;"SLE";59;110;571;114
"800";"220022800";2023;"ABL";1;88;571;114
"801";"220022800";2023;"ANN";1;88;571;114
"802";"220022800";2023;"BPG";27;88;571;114
"803";"220022800";2023;"DBP";1;88;571;114
"804";"220022800";2023;"REV";27;88;571;114
"805";"220022800";2023;"SLE";31;88;571;114
"806";"220022800";2024;"ABL";1;104;571;114
"807";"220022800";2024;"ANN";1;104;571;114
"808";"220022800";2024;"BPG";39;104;571;114
"809";"220022800";2024;"REV";18;104;571;114
"810";"220022800";2024;"SLE";45;104;571;114
"811";"250011848";2020;"ABL";2;88;955;191
"812";"250011848";2020;"ANN";2;88;955;191
"813";"250011848";2020;"BPG";28;88;955;191
"814";"250011848";2020;"GVC";2;88;955;191
"815";"250011848";2020;"REV";6;88;955;191
"816";"250011848";2020;"SLE";48;88;955;191
"817";"250011848";2021;"ABL";3;186;955;191
"818";"250011848";2021;"ANN";4;186;955;191
"819";"250011848";2021;"BPG";65;186;955;191
"820";"250011848";2021;"REV";10;186;955;191
"821";"250011848";2021;"SLE";104;186;955;191
"822";"250011848";2022;"ABL";2;226;955;191
"823";"250011848";2022;"ANN";1;226;955;191
"824";"250011848";2022;"BPG";97;226;955;191
"825";"250011848";2022;"REV";11;226;955;191
"826";"250011848";2022;"SLE";115;226;955;191
"827";"250011848";2023;"ABL";2;230;955;191
"828";"250011848";2023;"ANN";1;230;955;191
"829";"250011848";2023;"BPG";104;230;955;191
"830";"250011848";2023;"REV";11;230;955;191
"831";"250011848";2023;"SLE";112;230;955;191
"832";"250011848";2024;"ABL";4;225;955;191
"833";"250011848";2024;"ANN";3;225;955;191
"834";"250011848";2024;"BPG";95;225;955;191
"835";"250011848";2024;"REV";17;225;955;191
"836";"250011848";2024;"SLE";106;225;955;191
"837";"260000260";2020;"ABL";9;84;530;106
"838";"260000260";2020;"ANN";14;84;530;106
"839";"260000260";2020;"BPG";11;84;530;106
"840";"260000260";2020;"DBP";1;84;530;106
"841";"260000260";2020;"GVC";1;84;530;106
"842";"260000260";2020;"REV";5;84;530;106
"843";"260000260";2020;"SLE";43;84;530;106
"844";"260000260";2021;"ABL";19;144;530;106
"845";"260000260";2021;"ANN";28;144;530;106
"846";"260000260";2021;"BPG";16;144;530;106
"847";"260000260";2021;"DBP";1;144;530;106
"848";"260000260";2021;"REV";6;144;530;106
"849";"260000260";2021;"SLE";74;144;530;106
"850";"260000260";2022;"ABL";10;103;530;106
"851";"260000260";2022;"ANN";19;103;530;106
"852";"260000260";2022;"BPG";13;103;530;106
"853";"260000260";2022;"SLE";61;103;530;106
"854";"260000260";2023;"ABL";12;102;530;106
"855";"260000260";2023;"ANN";28;102;530;106
"856";"260000260";2023;"BPG";13;102;530;106
"857";"260000260";2023;"REV";6;102;530;106
"858";"260000260";2023;"SLE";43;102;530;106
"859";"260000260";2024;"ABL";11;97;530;106
"860";"260000260";2024;"ANN";26;97;530;106
"861";"260000260";2024;"BPG";4;97;530;106
"862";"260000260";2024;"REV";1;97;530;106
"863";"260000260";2024;"SLE";55;97;530;106
"864";"260003017";2020;"ABL";2;28;288;58
"865";"260003017";2020;"BPG";1;28;288;58
"866";"260003017";2020;"SLE";25;28;288;58
"867";"260003017";2021;"ABL";4;48;288;58
"868";"260003017";2021;"BPG";1;48;288;58
"869";"260003017";2021;"SLE";43;48;288;58
"870";"260003017";2022;"ABL";10;74;288;58
"871";"260003017";2022;"BPG";6;74;288;58
"872";"260003017";2022;"SLE";58;74;288;58
"873";"260003017";2023;"ABL";8;64;288;58
"874";"260003017";2023;"ANN";1;64;288;58
"875";"260003017";2023;"BPG";8;64;288;58
"876";"260003017";2023;"REV";1;64;288;58
"877";"260003017";2023;"SLE";46;64;288;58
"878";"260003017";2024;"ABL";4;74;288;58
"879";"260003017";2024;"ANN";2;74;288;58
"880";"260003017";2024;"BPG";6;74;288;58
"881";"260003017";2024;"REV";1;74;288;58
"882";"260003017";2024;"SLE";61;74;288;58
"883";"280504267";2020;"BPG";1;27;253;51
"884";"280504267";2020;"REV";1;27;253;51
"885";"280504267";2020;"SLE";25;27;253;51
"886";"280504267";2021;"ABL";1;58;253;51
"887";"280504267";2021;"BPG";15;58;253;51
"888";"280504267";2021;"SLE";42;58;253;51
"889";"280504267";2022;"BPG";9;61;253;51
"890";"280504267";2022;"REV";3;61;253;51
"891";"280504267";2022;"SLE";49;61;253;51
"892";"280504267";2023;"ABL";1;52;253;51
"893";"280504267";2023;"BPG";11;52;253;51
"894";"280504267";2023;"REV";1;52;253;51
"895";"280504267";2023;"SLE";39;52;253;51
"896";"280504267";2024;"ABL";3;55;253;51
"897";"280504267";2024;"BPG";6;55;253;51
"898";"280504267";2024;"REV";3;55;253;51
"899";"280504267";2024;"SLE";43;55;253;51
"900";"290000215";2020;"ABL";4;75;191;64
"901";"290000215";2020;"BPG";56;75;191;64
"902";"290000215";2020;"REV";13;75;191;64
"903";"290000215";2020;"SLE";2;75;191;64
"904";"290000215";2021;"ABL";6;72;191;64
"905";"290000215";2021;"BPG";50;72;191;64
"906";"290000215";2021;"REV";16;72;191;64
"907";"290000215";2022;"ABL";1;44;191;64
"908";"290000215";2022;"BPG";33;44;191;64
"909";"290000215";2022;"REV";7;44;191;64
"910";"290000215";2022;"SLE";3;44;191;64
"911";"290004324";2020;"ABL";1;43;380;76
"912";"290004324";2020;"BPG";27;43;380;76
"913";"290004324";2020;"REV";2;43;380;76
"914";"290004324";2020;"SLE";13;43;380;76
"915";"290004324";2021;"ABL";1;62;380;76
"916";"290004324";2021;"BPG";39;62;380;76
"917";"290004324";2021;"REV";5;62;380;76
"918";"290004324";2021;"SLE";17;62;380;76
"919";"290004324";2022;"ABL";5;90;380;76
"920";"290004324";2022;"BPG";62;90;380;76
"921";"290004324";2022;"DBP";2;90;380;76
"922";"290004324";2022;"REV";3;90;380;76
"923";"290004324";2022;"SLE";18;90;380;76
"924";"290004324";2023;"ABL";3;110;380;76
"925";"290004324";2023;"BPG";83;110;380;76
"926";"290004324";2023;"REV";5;110;380;76
"927";"290004324";2023;"SLE";19;110;380;76
"928";"290004324";2024;"ABL";2;75;380;76
"929";"290004324";2024;"BPG";54;75;380;76
"930";"290004324";2024;"REV";2;75;380;76
"931";"290004324";2024;"SLE";17;75;380;76
"932";"290019777";2020;"ABL";4;67;387;77
"933";"290019777";2020;"BPG";48;67;387;77
"934";"290019777";2020;"REV";2;67;387;77
"935";"290019777";2020;"SLE";13;67;387;77
"936";"290019777";2021;"ABL";1;72;387;77
"937";"290019777";2021;"BPG";63;72;387;77
"938";"290019777";2021;"REV";1;72;387;77
"939";"290019777";2021;"SLE";7;72;387;77
"940";"290019777";2022;"BPG";76;86;387;77
"941";"290019777";2022;"REV";1;86;387;77
"942";"290019777";2022;"SLE";9;86;387;77
"943";"290019777";2023;"ABL";2;87;387;77
"944";"290019777";2023;"ANN";2;87;387;77
"945";"290019777";2023;"BPG";75;87;387;77
"946";"290019777";2023;"REV";4;87;387;77
"947";"290019777";2023;"SLE";4;87;387;77
"948";"290019777";2024;"ABL";4;75;387;77
"949";"290019777";2024;"ANN";1;75;387;77
"950";"290019777";2024;"BPG";66;75;387;77
"951";"290019777";2024;"REV";2;75;387;77
"952";"290019777";2024;"SLE";2;75;387;77
"953";"2B0000145";2020;"ABL";2;50;401;80
"954";"2B0000145";2020;"ANN";2;50;401;80
"955";"2B0000145";2020;"BPG";26;50;401;80
"956";"2B0000145";2020;"REV";1;50;401;80
"957";"2B0000145";2020;"SLE";19;50;401;80
"958";"2B0000145";2021;"ABL";14;119;401;80
"959";"2B0000145";2021;"ANN";3;119;401;80
"960";"2B0000145";2021;"BPG";43;119;401;80
"961";"2B0000145";2021;"REV";8;119;401;80
"962";"2B0000145";2021;"SLE";51;119;401;80
"963";"2B0000145";2022;"ABL";3;80;401;80
"964";"2B0000145";2022;"ANN";2;80;401;80
"965";"2B0000145";2022;"BPG";25;80;401;80
"966";"2B0000145";2022;"REV";3;80;401;80
"967";"2B0000145";2022;"SLE";47;80;401;80
"968";"2B0000145";2023;"ABL";10;78;401;80
"969";"2B0000145";2023;"ANN";1;78;401;80
"970";"2B0000145";2023;"BPG";26;78;401;80
"971";"2B0000145";2023;"SLE";41;78;401;80
"972";"2B0000145";2024;"ABL";6;74;401;80
"973";"2B0000145";2024;"ANN";1;74;401;80
"974";"2B0000145";2024;"BPG";27;74;401;80
"975";"2B0000145";2024;"REV";4;74;401;80
"976";"2B0000145";2024;"SLE";36;74;401;80
"977";"300780137";2020;"ABL";4;90;390;78
"978";"300780137";2020;"BPG";59;90;390;78
"979";"300780137";2020;"DBP";5;90;390;78
"980";"300780137";2020;"NDD";2;90;390;78
"981";"300780137";2020;"REV";5;90;390;78
"982";"300780137";2020;"SLE";15;90;390;78
"983";"300780137";2021;"ABL";2;120;390;78
"984";"300780137";2021;"BPG";99;120;390;78
"985";"300780137";2021;"DBP";1;120;390;78
"986";"300780137";2021;"NDD";1;120;390;78
"987";"300780137";2021;"REV";6;120;390;78
"988";"300780137";2021;"SLE";11;120;390;78
"989";"300780137";2022;"ABL";6;70;390;78
"990";"300780137";2022;"BPG";54;70;390;78
"991";"300780137";2022;"DBP";2;70;390;78
"992";"300780137";2022;"NDD";2;70;390;78
"993";"300780137";2022;"REV";5;70;390;78
"994";"300780137";2022;"SLE";1;70;390;78
"995";"300780137";2023;"ABL";7;67;390;78
"996";"300780137";2023;"BPG";37;67;390;78
"997";"300780137";2023;"DBP";3;67;390;78
"998";"300780137";2023;"NDD";1;67;390;78
"999";"300780137";2023;"REV";10;67;390;78
"1000";"300780137";2023;"SLE";9;67;390;78
"1001";"300780137";2024;"ABL";3;43;390;78
"1002";"300780137";2024;"BPG";30;43;390;78
"1003";"300780137";2024;"NDD";1;43;390;78
"1004";"300780137";2024;"REV";4;43;390;78
"1005";"300780137";2024;"SLE";5;43;390;78
"1006";"300782117";2020;"ABL";31;187;1225;245
"1007";"300782117";2020;"ANN";1;187;1225;245
"1008";"300782117";2020;"BPG";12;187;1225;245
"1009";"300782117";2020;"REV";7;187;1225;245
"1010";"300782117";2020;"SLE";136;187;1225;245
"1011";"300782117";2021;"ABL";21;294;1225;245
"1012";"300782117";2021;"BPG";15;294;1225;245
"1013";"300782117";2021;"REV";12;294;1225;245
"1014";"300782117";2021;"SLE";246;294;1225;245
"1015";"300782117";2022;"ABL";16;252;1225;245
"1016";"300782117";2022;"BPG";8;252;1225;245
"1017";"300782117";2022;"REV";14;252;1225;245
"1018";"300782117";2022;"SLE";214;252;1225;245
"1019";"300782117";2023;"ABL";26;243;1225;245
"1020";"300782117";2023;"BPG";11;243;1225;245
"1021";"300782117";2023;"REV";20;243;1225;245
"1022";"300782117";2023;"SLE";186;243;1225;245
"1023";"300782117";2024;"ABL";15;249;1225;245
"1024";"300782117";2024;"BPG";10;249;1225;245
"1025";"300782117";2024;"REV";20;249;1225;245
"1026";"300782117";2024;"SLE";204;249;1225;245
"1027";"300788502";2020;"ABL";26;235;1056;211
"1028";"300788502";2020;"ANN";1;235;1056;211
"1029";"300788502";2020;"BPG";27;235;1056;211
"1030";"300788502";2020;"REV";7;235;1056;211
